rank,lemma,reading,score,model_score,correction_delta,band,core_rank,pmw,candidate_state,pos,pos_bucket,correction_types,display_form,admission_override,topic_stretch_allowed,correction_status,correction_rationale,manual_correction_active,translations,rank_base,frequency_blend,learner_source_confidence,goethe_stem_learner_source_known,openlingo_learner_source_known,wordfreq_de_commonness_score,opensubtitles_cistem_frequency_score,translation_count_score,reverse_support_score
44072,pfändung,,0.840946,0.840946,0.0,0.80-0.85,41676.0,0.974371,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,attachment; prejudgement attachment; distraint,0.954034,0.940444,0.0,0.0,0.0,0.378667,0.0,0.698555,1.0
44073,ausufern,,0.840947,0.840947,0.0,0.80-0.85,36844.0,1.252763,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT:NEB|VER:1:PLU:PRÄ:SFT:NEB|VER:3:PLU:KJ1:SFT:NEB|VER:3:PLU:PRÄ:SFT:NEB|VER:INF:SFT,noun,,,,,,,,get out of hand/control; overflow its banks; overflow,0.942983,0.927719,0.0,0.0,0.0,0.3,0.0,0.856635,1.0
44074,überschnitten,,0.840962,0.840962,0.0,0.80-0.85,38341.0,1.252763,normal_vocab,PA2:PRD:GRU:VER|VER:1:PLU:KJ2:NON|VER:1:PLU:PRT:NON|VER:3:PLU:KJ2:NON|VER:3:PLU:PRT:NON|VER:PA2:NON,verb,,,,,,,,crossed; intersected,0.946554,0.929684,0.0,0.0,0.0,0.310667,0.0,0.428317,0.666667
44075,fachbesucher,,0.840968,0.840968,0.0,0.80-0.85,40878.0,0.974371,normal_vocab,,other,,,,,,,,expert visitor; expert visitors; qualified visitor,0.9523,0.93949,0.0,0.0,0.0,0.373333,0.0,0.627474,1.0
44076,massakrieren,,0.840973,0.840973,0.0,0.80-0.85,37598.0,1.252763,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,butcher; slaughter; massacre sb.,0.944799,0.928718,0.0,0.0,0.0,0.305333,0.0,0.540476,1.0
44077,fanal,,0.840984,0.840984,0.0,0.80-0.85,38846.0,1.113567,normal_vocab,,other,,,,,,,,signal,0.947728,0.933543,0.0,0.0,0.0,0.336,0.196945,0.270238,0.333333
44078,megabit,,0.840985,0.840985,0.0,0.80-0.85,37606.0,1.252763,normal_vocab,,other,,,,,,,,megabit,0.944818,0.928729,0.0,0.0,0.0,0.305333,0.043538,0.270238,0.333333
44079,spitzenmodell,,0.840985,0.840985,0.0,0.80-0.85,37979.0,1.252763,normal_vocab,,other,,,,,,,,top-of-th-range model,0.945704,0.929216,0.0,0.0,0.0,0.308,0.112543,0.270238,0.333333
44080,vermittlungsausschuss,,0.840987,0.840987,0.0,0.80-0.85,38169.0,1.252763,normal_vocab,,other,,,,,,,,mediation committee; conciliation committee; call the mediation committee,0.946151,0.929462,0.0,0.0,0.0,0.309333,0.069005,0.540476,0.666667
44081,überbrückung,,0.840991,0.840991,0.0,0.80-0.85,42539.0,0.974371,normal_vocab,,other,,,,,,,,bridging; bypass; shunting,0.955872,0.941455,0.0,0.0,0.0,0.384,0.0,0.698555,1.0
44082,probeweise,,0.840999,0.840999,0.0,0.80-0.85,41715.0,0.974371,normal_vocab,ADJ:AKK:PLU:FEM:GRU:SOL|ADJ:AKK:PLU:MAS:GRU:SOL|ADJ:AKK:PLU:NEU:GRU:SOL|ADJ:AKK:SIN:FEM:GRU:DEF|ADJ:AKK:SIN:FEM:GRU:IND|ADJ:AKK:SIN:FEM:GRU:SOL|ADJ:AKK:SIN:NEU:GRU:DEF|ADJ:NOM:PLU:FEM:GRU:SOL|ADJ:NOM:PLU:MAS:GRU:SOL|ADJ:NOM:PLU:NEU:GRU:SOL|ADJ:NOM:SIN:FEM:GRU:DEF|ADJ:NOM:SIN:FEM:GRU:IND|ADJ:NOM:SIN:FEM:GRU:SOL|ADJ:NOM:SIN:MAS:GRU:DEF|ADJ:NOM:SIN:NEU:GRU:DEF|ADJ:PRD:GRU|ADV:MOD,adjective,,,,,,,,on trial; by way of trial; experimentally,0.954118,0.94049,0.0,0.0,0.0,0.378667,0.0,0.540476,1.0
44083,cholesterinspiegel,,0.841,0.841,0.0,0.80-0.85,38666.0,1.113567,normal_vocab,,other,,,,,,,,cholesterol level,0.947311,0.933314,0.0,0.0,0.0,0.334667,0.281228,0.270238,0.333333
44084,kostenerstattung,,0.841001,0.841001,0.0,0.80-0.85,39243.0,1.113567,normal_vocab,,other,,,,,,,,reimbursement of expenses; refund of costs; cost reimbursement,0.94864,0.934044,0.0,0.0,0.0,0.338667,0.112543,0.540476,1.0
44085,aufpeppen,,0.841006,0.841006,0.0,0.80-0.85,38479.0,1.113567,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT:NEB|VER:1:PLU:PRÄ:SFT:NEB|VER:3:PLU:KJ1:SFT:NEB|VER:3:PLU:PRÄ:SFT:NEB|VER:INF:SFT,noun,,,,,,,,pepping up; pep up; jazz up,0.946877,0.933074,0.0,0.0,0.0,0.333333,0.0,0.540476,1.0
44086,hauptanliegen,,0.841014,0.841014,0.0,0.80-0.85,41114.0,0.974371,normal_vocab,,other,,,,,,,,main objective; leading issue; first/greatest/main preoccupation,0.952817,0.939774,0.0,0.0,0.0,0.374667,0.0,0.540476,1.0
44087,designiert,,0.841029,0.841029,0.0,0.80-0.85,35536.0,1.391959,normal_vocab,,other,,,,,,,,designated; designates; designate,0.939741,0.922915,0.0,0.0,0.0,0.269333,0.161108,0.627474,1.0
44088,kirchenmitglieder,,0.841032,0.841032,0.0,0.80-0.85,37452.0,1.252763,normal_vocab,,other,,,,,,,,churchmens,0.94445,0.928526,0.0,0.0,0.0,0.304,0.0,0.270238,0.333333
44089,pute,,0.841032,0.841032,0.0,0.80-0.85,41739.0,0.974371,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,"turkey; whole turkey, ready to grill",0.95417,0.940518,0.0,0.0,0.0,0.378667,0.0,0.428317,0.333333
44090,glasfaserleitung,,0.841038,0.841038,0.0,0.80-0.85,34413.0,1.531155,normal_vocab,,other,,,,,,,,optical waveguide cable; lightwave cable; optical fibre cable,0.936861,0.918481,0.0,0.0,0.0,0.241333,0.112543,0.810714,1.0
44091,mietzahlung,,0.841045,0.841045,0.0,0.80-0.85,36078.0,1.391959,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,rent payment; rental payment,0.941098,0.923662,0.0,0.0,0.0,0.273333,0.177958,0.428317,0.666667
44092,durchschnittsgeschwindigkeit,,0.841049,0.841049,0.0,0.80-0.85,40736.0,0.974371,normal_vocab,,other,,,,,,,,average speed,0.951988,0.939319,0.0,0.0,0.0,0.372,0.17415,0.270238,0.333333
44093,ombudsstelle,,0.841053,0.841053,0.0,0.80-0.85,34765.0,1.531155,normal_vocab,,other,,,,,,,,ombudsman service; ombudsman office,0.937774,0.918983,0.0,0.0,0.0,0.244,0.0,0.428317,0.666667
44094,bioethanol,,0.841071,0.841071,0.0,0.80-0.85,36926.0,1.252763,normal_vocab,,other,,,,,,,,bioethanol,0.943182,0.927829,0.0,0.0,0.0,0.3,0.043538,0.270238,0.333333
44095,räumungsklage,,0.841072,0.841072,0.0,0.80-0.85,37851.0,1.252763,normal_vocab,,other,,,,,,,,unlawful detainer action; action for possession; possession action,0.945401,0.929049,0.0,0.0,0.0,0.306667,0.0,0.758654,1.0
44096,kulturrevolution,,0.841074,0.841074,0.0,0.80-0.85,41361.0,0.974371,normal_vocab,,other,,,,,,,,cultural revolution,0.953354,0.94007,0.0,0.0,0.0,0.376,0.0,0.270238,0.333333
44097,spielerberater,,0.841079,0.841079,0.0,0.80-0.85,34954.0,1.531155,normal_vocab,,other,,,,,,,,,0.93826,0.919251,0.0,0.0,0.0,0.245333,0.0,0.0,0.0
44098,sahel,,0.841084,0.841084,0.0,0.80-0.85,37859.0,1.252763,normal_vocab,,other,,,,,,,,the sahel,0.94542,0.92906,0.0,0.0,0.0,0.306667,0.0,0.270238,0.333333
44099,weltstadt,,0.841087,0.841087,0.0,0.80-0.85,42402.0,0.974371,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,metropolis; cosmopolitan city,0.955583,0.941296,0.0,0.0,0.0,0.382667,0.228482,0.428317,0.666667
44100,furche,,0.84109,0.84109,0.0,0.80-0.85,40967.0,0.974371,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,line; corrugation; furrow,0.952496,0.939598,0.0,0.0,0.0,0.373333,0.0,0.856635,1.0
44101,taxifahrt,,0.84111,0.84111,0.0,0.80-0.85,39906.0,1.113567,normal_vocab,,other,,,,,,,,taxi ride; ride in a/the taxi,0.950142,0.934871,0.0,0.0,0.0,0.342667,0.294091,0.428317,0.666667
44102,nullrunde,,0.841115,0.841115,0.0,0.80-0.85,37693.0,1.252763,normal_vocab,,other,,,,,,,,pay freeze,0.945026,0.928843,0.0,0.0,0.0,0.305333,0.0,0.270238,0.333333
44103,todesnachricht,,0.841116,0.841116,0.0,0.80-0.85,38068.0,1.252763,normal_vocab,,other,,,,,,,,death notice; news of sb.'s death,0.945914,0.929331,0.0,0.0,0.0,0.308,0.219621,0.428317,0.666667
44104,wertungsprüfungen,,0.841121,0.841121,0.0,0.80-0.85,38260.0,1.252763,normal_vocab,,other,,,,,,,,special stages,0.946365,0.929579,0.0,0.0,0.0,0.309333,0.0,0.270238,0.333333
44105,boarding,,0.841135,0.841135,0.0,0.80-0.85,40598.0,0.974371,normal_vocab,SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,,0.951684,0.939151,0.0,0.0,0.0,0.370667,0.299653,0.0,0.0
44106,impfend,,0.841149,0.841149,0.0,0.80-0.85,55823.0,0.417588,normal_vocab,PA1:PRD:GRU:VER|VER:PA1:SFT,verb,,,,,,,,inoculating; vaccinating,0.980245,0.971552,0.3,1.0,0.0,0.0,0.0,0.428317,0.666667
44107,first-person-shooter,,0.841158,0.841158,0.0,0.80-0.85,46273.0,0.695979,normal_vocab,,other,,,,,,,,,0.963418,0.953263,0.0,0.0,0.0,0.458667,0.0,0.0,0.0
44108,aktionsgemeinschaft,,0.841161,0.841161,0.0,0.80-0.85,38396.0,1.113567,normal_vocab,,other,,,,,,,,citizens' action group; action group; caucus,0.946683,0.932968,0.0,0.0,0.0,0.332,0.0,0.698555,1.0
44109,entscheidungsgewalt,,0.841165,0.841165,0.0,0.80-0.85,38780.0,1.113567,normal_vocab,,other,,,,,,,,decision-making authority; authority to decide; power of decision,0.947575,0.933459,0.0,0.0,0.0,0.334667,0.181548,0.540476,0.666667
44110,personendaten,,0.841166,0.841166,0.0,0.80-0.85,37728.0,1.252763,normal_vocab,,other,,,,,,,,personal data,0.945109,0.928889,0.0,0.0,0.0,0.305333,0.0,0.270238,0.333333
44111,pfingstfest,,0.841171,0.841171,0.0,0.80-0.85,37731.0,1.252763,normal_vocab,SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,pentecost; whitsun,0.945116,0.928893,0.0,0.0,0.0,0.305333,0.069005,0.428317,0.666667
44112,umgebungstemperatur,,0.841204,0.841204,0.0,0.80-0.85,39973.0,1.113567,normal_vocab,,other,,,,,,,,ambient temperature,0.950293,0.934953,0.0,0.0,0.0,0.342667,0.17415,0.270238,0.333333
44113,e-mail-server,,0.841208,0.841208,0.0,0.80-0.85,54447.0,0.417588,normal_vocab,,other,,,,,,,,,0.978007,0.970321,0.0,0.0,0.0,0.565333,0.0,0.0,0.0
44114,uruguayer,,0.841209,0.841209,0.0,0.80-0.85,38132.0,1.252763,normal_vocab,,other,,,,,,,,uruguayan; uruguayans,0.946064,0.929414,0.0,0.0,0.0,0.308,0.0,0.428317,0.666667
44115,rechtspolitisch,,0.841214,0.841214,0.0,0.80-0.85,33621.0,1.67035,normal_vocab,,other,,,,,,,,legal policy; of legal policy; in terms of legal policy,0.934773,0.914636,0.0,0.0,0.0,0.216,0.087075,0.758654,1.0
44116,gleisanlagen,,0.84122,0.84122,0.0,0.80-0.85,39010.0,1.113567,normal_vocab,SUB:AKK:PLU:FEM|SUB:DAT:PLU:FEM|SUB:GEN:PLU:FEM|SUB:NOM:PLU:FEM,noun,,,,,,,,track systems; track installations,0.948106,0.93375,0.0,0.0,0.0,0.336,0.0,0.428317,0.666667
44117,pulk,,0.84122,0.84122,0.0,0.80-0.85,39592.0,1.113567,normal_vocab,,other,,,,,,,,ruck; pile; throng,0.949434,0.934481,0.0,0.0,0.0,0.34,0.17415,0.540476,1.0
44118,phalanx,,0.841224,0.841224,0.0,0.80-0.85,41677.0,0.974371,normal_vocab,,other,,,,,,,,phalanx of the finger; phalange of the finger; phalanx,0.954036,0.940445,0.0,0.0,0.0,0.377333,0.311723,0.758654,1.0
44119,außenstürmer,,0.841237,0.841237,0.0,0.80-0.85,36853.0,1.252763,normal_vocab,SUB:AKK:PLU:MAS|SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:GEN:PLU:MAS|SUB:NOM:PLU:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,winger; wingers,0.943005,0.927731,0.0,0.0,0.0,0.298667,0.0,0.428317,0.666667
44120,verworren,,0.841256,0.841256,0.0,0.80-0.85,42321.0,0.974371,normal_vocab,ADJ:PRD:GRU,adjective,,,,,,,,abstruse; recondite; an abstruse idea,0.955412,0.941201,0.0,0.0,0.0,0.381333,0.0,1.0,1.0
44121,kinderbetreuungsgeld,,0.841276,0.841276,0.0,0.80-0.85,34560.0,1.531155,normal_vocab,,other,,,,,,,,child care allowance,0.937243,0.918692,0.0,0.0,0.0,0.241333,0.0,0.270238,0.333333
44122,rechtswissenschaftler,,0.841285,0.841285,0.0,0.80-0.85,37808.0,1.252763,normal_vocab,,other,,,,,,,,legal scholar; law professor; jurisconsult,0.945299,0.928993,0.0,0.0,0.0,0.305333,0.0,0.856635,1.0
44123,bekömmlich,,0.841288,0.841288,0.0,0.80-0.85,36887.0,1.252763,normal_vocab,ADJ:PRD:GRU,adjective,,,,,,,,digestible; light; wholesome,0.943087,0.927777,0.0,0.0,0.0,0.298667,0.0,0.627474,1.0
44124,hauptbestandteil,,0.841293,0.841293,0.0,0.80-0.85,41116.0,0.974371,normal_vocab,,other,,,,,,,,essential element; essential part; key ingredient,0.952821,0.939777,0.0,0.0,0.0,0.373333,0.252838,0.698555,1.0
44125,konformität,,0.841296,0.841296,0.0,0.80-0.85,41321.0,0.974371,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,conformity; conformance,0.953267,0.940022,0.0,0.0,0.0,0.374667,0.0,0.428317,0.666667
44126,verkorkst,,0.841304,0.841304,0.0,0.80-0.85,40045.0,1.113567,normal_vocab,PA2:PRD:GRU:VER|VER:2:PLU:PRÄ:SFT|VER:2:SIN:PRÄ:SFT|VER:3:SIN:PRÄ:SFT|VER:IMP:PLU:SFT|VER:PA2:SFT,verb,,,,,,,,made a mess; messed up; buggered up,0.950454,0.935042,0.0,0.0,0.0,0.342667,0.17415,0.627474,1.0
44127,drainage,,0.841308,0.841308,0.0,0.80-0.85,40723.0,0.974371,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,drainage; draining; dewatering,0.95196,0.939303,0.0,0.0,0.0,0.370667,0.0,0.698555,1.0
44128,walküre,,0.841312,0.841312,0.0,0.80-0.85,42363.0,0.974371,normal_vocab,,other,,,,,,,,valkyrie,0.955501,0.94125,0.0,0.0,0.0,0.381333,0.0,0.270238,0.333333
44129,stressfaktoren,,0.841313,0.841313,0.0,0.80-0.85,36431.0,1.391959,normal_vocab,SUB:AKK:PLU:MAS|SUB:DAT:PLU:MAS|SUB:GEN:PLU:MAS|SUB:NOM:PLU:MAS,noun,,,,,,,,stressors; sources of stress; stress factors,0.941972,0.924142,0.0,0.0,0.0,0.274667,0.0,0.540476,1.0
44130,akkreditiert,,0.841329,0.841329,0.0,0.80-0.85,40339.0,0.974371,normal_vocab,ADJ:PRD:GRU|PA2:PRD:GRU:VER|VER:2:PLU:PRÄ:SFT|VER:3:SIN:PRÄ:SFT|VER:IMP:PLU:SFT|VER:PA2:SFT,adjective,,,,,,,,accredited; accredited to austria; only accredited journalists were allowed entry.,0.95111,0.938836,0.0,0.0,0.0,0.368,0.069005,0.540476,0.333333
44131,besiedelung,,0.841337,0.841337,0.0,0.80-0.85,40544.0,0.974371,normal_vocab,,other,,,,,,,,colonization; peopling,0.951565,0.939086,0.0,0.0,0.0,0.369333,0.196945,0.428317,0.666667
44132,hinausgezögert,,0.841341,0.841341,0.0,0.80-0.85,39094.0,1.113567,normal_vocab,,other,,,,,,,,protracted; put off; delayed,0.948299,0.933857,0.0,0.0,0.0,0.336,0.0,0.758654,1.0
44133,fremdkapital,,0.841346,0.841346,0.0,0.80-0.85,40952.0,0.974371,normal_vocab,,other,,,,,,,,outside capital; borrowed capital; debt capital,0.952463,0.939579,0.0,0.0,0.0,0.372,0.087075,0.627474,1.0
44134,molch,,0.841348,0.841348,0.0,0.80-0.85,36095.0,1.391959,normal_vocab,SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,newt; pipeline inspection gauge; pipeline pig,0.941141,0.923685,0.0,0.0,0.0,0.272,0.265033,0.698555,1.0
44135,weizenfeld,,0.841348,0.841348,0.0,0.80-0.85,36635.0,1.391959,normal_vocab,,other,,,,,,,,wheat filed,0.942472,0.924418,0.0,0.0,0.0,0.276,0.25395,0.270238,0.333333
44136,helix,,0.841348,0.841348,0.0,0.80-0.85,63274.0,0.278392,normal_vocab,,other,,,,,,,,helix; spiral,0.991481,0.98294,0.68,0.0,1.0,0.402667,0.302769,0.428317,0.666667
44137,weltmarktpreis,,0.841351,0.841351,0.0,0.80-0.85,36637.0,1.391959,normal_vocab,,other,,,,,,,,world market price; world price,0.942477,0.92442,0.0,0.0,0.0,0.276,0.0,0.428317,0.666667
44138,verwaltungsverfahren,,0.841363,0.841363,0.0,0.80-0.85,40087.0,1.113567,normal_vocab,,other,,,,,,,,administrative procedure; administrative procedures,0.950548,0.935094,0.0,0.0,0.0,0.342667,0.0,0.428317,0.666667
44139,angemessenheit,,0.841364,0.841364,0.0,0.80-0.85,40364.0,0.974371,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,adequacy; adequateness; appropriateness,0.951166,0.938866,0.0,0.0,0.0,0.368,0.161108,0.93487,1.0
44140,überträger,,0.841373,0.841373,0.0,0.80-0.85,40292.0,1.113567,normal_vocab,SUB:AKK:PLU:MAS|SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:GEN:PLU:MAS|SUB:NOM:PLU:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,carrier organism; carrier; vector organism,0.951006,0.935345,0.0,0.0,0.0,0.344,0.0,0.856635,1.0
44141,einlösung,,0.841375,0.841375,0.0,0.80-0.85,40772.0,0.974371,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,encashment,0.952068,0.939362,0.0,0.0,0.0,0.370667,0.0,0.270238,0.333333
44142,spätschicht,,0.841391,0.841391,0.0,0.80-0.85,42007.0,0.974371,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,swing shift; late shift; evening shift,0.954744,0.940834,0.0,0.0,0.0,0.378667,0.0,0.627474,1.0
44143,antippen,,0.841397,0.841397,0.0,0.80-0.85,36777.0,1.252763,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT:NEB|VER:1:PLU:PRÄ:SFT:NEB|VER:3:PLU:KJ1:SFT:NEB|VER:3:PLU:PRÄ:SFT:NEB|VER:INF:SFT,noun,,,,,,,,tap,0.942819,0.927629,0.0,0.0,0.0,0.297333,0.0,0.270238,0.333333
44144,antiziganismus,,0.841399,0.841399,0.0,0.80-0.85,36778.0,1.252763,normal_vocab,,other,,,,,,,,antiziganism; antigypsyism,0.942822,0.927631,0.0,0.0,0.0,0.297333,0.0,0.428317,0.666667
44145,teufe,,0.841409,0.841409,0.0,0.80-0.85,39922.0,1.113567,normal_vocab,,other,,,,,,,,depth,0.950178,0.93489,0.0,0.0,0.0,0.341333,0.0,0.270238,0.333333
44146,lein,,0.841419,0.841419,0.0,0.80-0.85,41412.0,0.974371,normal_vocab,VER:IMP:SIN:SFT,verb,,,,,,,,flax plant; austrian flax,0.953464,0.94013,0.0,0.0,0.0,0.374667,0.508458,0.428317,0.333333
44147,bergsturz,,0.84142,0.84142,0.0,0.80-0.85,35433.0,1.391959,normal_vocab,,other,,,,,,,,catastrophic rockfall,0.939481,0.922772,0.0,0.0,0.0,0.266667,0.112543,0.270238,0.333333
44148,veredelt,,0.841425,0.841425,0.0,0.80-0.85,42240.0,0.974371,normal_vocab,PA2:PRD:GRU:VER|VER:2:PLU:KJ1:SFT|VER:2:PLU:PRÄ:SFT|VER:3:SIN:PRÄ:SFT|VER:IMP:PLU:SFT|VER:PA2:SFT,verb,,,,,,,,upcycled; ennobled; ennobles,0.95524,0.941107,0.0,0.0,0.0,0.38,0.069005,0.968794,1.0
44149,aktienhandel,,0.841434,0.841434,0.0,0.80-0.85,38394.0,1.113567,normal_vocab,,other,,,,,,,,securities/stock trading; trading/dealing in stock,0.946678,0.932965,0.0,0.0,0.0,0.330667,0.181548,0.428317,0.666667
44150,hitzefrei,,0.841436,0.841436,0.0,0.80-0.85,37352.0,1.252763,normal_vocab,ADJ:PRD:GRU|SUB:AKK:PLU:NEU|SUB:AKK:SIN:NEU|SUB:DAT:PLU:NEU|SUB:DAT:SIN:NEU|SUB:GEN:PLU:NEU|SUB:GEN:SIN:NEU|SUB:NOM:PLU:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,,0.944211,0.928395,0.0,0.0,0.0,0.301333,0.150615,0.0,0.0
44151,aufgabenstellungen,,0.841437,0.841437,0.0,0.80-0.85,40417.0,0.974371,normal_vocab,SUB:AKK:PLU:FEM|SUB:DAT:PLU:FEM|SUB:GEN:PLU:FEM|SUB:NOM:PLU:FEM,noun,,,,,,,,problem definitions,0.951283,0.938931,0.0,0.0,0.0,0.368,0.0,0.270238,0.333333
44152,hochgeschwindigkeitszug,,0.84144,0.84144,0.0,0.80-0.85,37355.0,1.252763,normal_vocab,SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,high-speed train; advanced passenger train; bullet train,0.944218,0.928399,0.0,0.0,0.0,0.301333,0.213634,0.540476,1.0
44153,malermeister,,0.841449,0.841449,0.0,0.80-0.85,39364.0,1.113567,normal_vocab,,other,,,,,,,,painter; master painter,0.948916,0.934196,0.0,0.0,0.0,0.337333,0.0,0.428317,0.666667
44154,erbprinz,,0.841456,0.841456,0.0,0.80-0.85,38790.0,1.113567,normal_vocab,,other,,,,,,,,heir apparent; hereditary prince,0.947598,0.933472,0.0,0.0,0.0,0.333333,0.177958,0.428317,0.666667
44155,untiefe,,0.841458,0.841458,0.0,0.80-0.85,36526.0,1.391959,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,shoal; shallows,0.942205,0.924271,0.0,0.0,0.0,0.274667,0.0,0.428317,0.666667
44156,trostpreis,,0.841464,0.841464,0.0,0.80-0.85,39961.0,1.113567,normal_vocab,,other,,,,,,,,consolation prize,0.950266,0.934939,0.0,0.0,0.0,0.341333,0.0,0.270238,0.333333
44157,selbstmordanschlag,,0.841467,0.841467,0.0,0.80-0.85,39767.0,1.113567,normal_vocab,,other,,,,,,,,suicide bomb attack,0.949829,0.934698,0.0,0.0,0.0,0.34,0.225086,0.270238,0.0
44158,gleichstellungsbeauftragter,,0.841482,0.841482,0.0,0.80-0.85,33284.0,1.67035,normal_vocab,,other,,,,,,,,equal rights representative,0.93387,0.914139,0.0,0.0,0.0,0.212,0.0,0.270238,0.333333
44159,erwiderung,,0.841488,0.841488,0.0,0.80-0.85,40854.0,0.974371,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,answer; reply; response,0.952248,0.939461,0.0,0.0,0.0,0.370667,0.277554,0.758654,1.0
44160,sitznachbar,,0.84149,0.84149,0.0,0.80-0.85,37947.0,1.252763,normal_vocab,,other,,,,,,,,,0.945628,0.929174,0.0,0.0,0.0,0.305333,0.184944,0.0,0.0
44161,erzählweise,,0.841491,0.841491,0.0,0.80-0.85,40857.0,0.974371,normal_vocab,,other,,,,,,,,style of narration; narrative style; narrative,0.952254,0.939465,0.0,0.0,0.0,0.370667,0.0,0.627474,1.0
44162,ausnahmetalent,,0.841493,0.841493,0.0,0.80-0.85,36840.0,1.252763,normal_vocab,,other,,,,,,,,,0.942973,0.927714,0.0,0.0,0.0,0.297333,0.199618,0.0,0.0
44163,zupfen,,0.841495,0.841495,0.0,0.80-0.85,42502.0,0.974371,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,cull wool; pick; pull up,0.955794,0.941412,0.0,0.0,0.0,0.381333,0.0,0.698555,1.0
44164,jugendhilfeeinrichtung,,0.8415,0.8415,0.0,0.80-0.85,34528.0,1.531155,normal_vocab,,other,,,,,,,,youth welfare institution,0.93716,0.918646,0.0,0.0,0.0,0.24,0.0,0.270238,0.333333
44165,versicherungssumme,,0.841504,0.841504,0.0,0.80-0.85,42300.0,0.974371,normal_vocab,,other,,,,,,,,amount insured,0.955367,0.941177,0.0,0.0,0.0,0.38,0.0,0.270238,0.333333
44166,instandhaltungsarbeiten,,0.841506,0.841506,0.0,0.80-0.85,37399.0,1.252763,normal_vocab,,other,,,,,,,,maintenance work; upkeep work; servicing work,0.944323,0.928457,0.0,0.0,0.0,0.301333,0.0,0.627474,1.0
44167,altgedient,,0.84151,0.84151,0.0,0.80-0.85,30142.0,2.087938,normal_vocab,,other,,,,,,,,long-serving; veteran; trusty old,0.924977,0.901927,0.0,0.0,0.0,0.0,0.150615,0.627474,1.0
