rank,lemma,reading,score,model_score,correction_delta,band,core_rank,pmw,candidate_state,pos,pos_bucket,correction_types,display_form,admission_override,topic_stretch_allowed,correction_status,correction_rationale,manual_correction_active,translations,rank_base,frequency_blend,learner_source_confidence,goethe_stem_learner_source_known,openlingo_learner_source_known,wordfreq_de_commonness_score,opensubtitles_cistem_frequency_score,translation_count_score,reverse_support_score
203,frei,,0.191575,0.191575,0.0,0.15-0.20,264.0,563.325701,normal_vocab,ADJ:PRD:GRU|ZUS,adjective,,,,,,,,ad lib; unbound; carriage paid,0.500414,0.406001,0.986392,1.0,1.0,0.693333,0.674531,1.0,1.0
204,team,,0.191661,0.191661,0.0,0.15-0.20,130.0,923.425427,normal_vocab,SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,panel; sports team; team,0.437228,0.346382,0.874,1.0,1.0,0.697333,0.633,0.627474,1.0
205,flughafen,,0.192714,0.192714,0.0,0.15-0.20,911.0,189.723976,normal_vocab,SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,airport,0.611255,0.521623,0.988336,1.0,1.0,0.633333,0.0,0.270238,0.333333
206,sport,,0.192895,0.192895,0.0,0.15-0.20,866.0,199.328491,normal_vocab,SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,sport; sports; bloodsport,0.606717,0.516651,0.988336,1.0,1.0,0.662667,0.52636,1.0,0.666667
207,fahrzeug,,0.192929,0.192929,0.0,0.15-0.20,279.0,546.204609,normal_vocab,SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,vehicle; wheeler; craft,0.505352,0.410269,0.9244,1.0,1.0,0.602667,0.525911,0.627474,1.0
208,spielen,,0.192936,0.192936,0.0,0.15-0.20,18.0,2364.520308,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:PLU:NEU|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,play; watch sb. at play; the role of play in a child's development,0.26407,0.203803,0.991835,1.0,1.0,0.722667,0.0,1.0,1.0
209,mädchen,,0.193415,0.193415,0.0,0.15-0.20,851.0,205.313914,normal_vocab,SUB:AKK:PLU:NEU|SUB:AKK:SIN:NEU|SUB:DAT:PLU:NEU|SUB:DAT:SIN:NEU|SUB:GEN:PLU:NEU|SUB:NOM:PLU:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,"kiddo; i don't blame you, kiddo.; kiddos",0.605152,0.514307,0.98056,0.0,1.0,0.694667,0.0,1.0,1.0
210,hotel,,0.193508,0.193508,0.0,0.15-0.20,1094.0,160.91043,normal_vocab,SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,hotel,0.627656,0.538896,0.988336,1.0,1.0,0.654667,0.627956,0.270238,0.333333
211,sekunde,,0.194539,0.194539,0.0,0.15-0.20,902.0,191.255131,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,second,0.610366,0.520731,0.988336,1.0,1.0,0.573333,0.043538,0.270238,0.333333
212,tun,,0.194557,0.194557,0.0,0.15-0.20,105.0,1059.976579,normal_vocab,SUB:AKK:SIN:NEU|SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON,noun,,,,,,,,doing; conduct; action,0.418237,0.328995,0.98056,0.0,1.0,0.744,0.793457,0.897712,1.0
213,bringen,,0.194589,0.194589,0.0,0.15-0.20,112.0,1028.23992,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON,noun,,,,,,,,televise sth.; telecast sth.; have/hold in store,0.423972,0.333679,0.988336,1.0,1.0,0.706667,0.043538,0.856635,1.0
214,sprechen,,0.194625,0.194625,0.0,0.15-0.20,96.0,1078.211238,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON,noun,,,,,,,,speaking; public speaking; speak,0.410279,0.323759,0.988336,1.0,1.0,0.684,0.043538,0.897712,1.0
215,lösung,,0.194911,0.194911,0.0,0.15-0.20,496.0,334.348489,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,separation; severance; lotion,0.556813,0.463244,0.98056,0.0,1.0,0.669333,0.170096,1.0,1.0
216,jeder,,0.195154,0.195154,0.0,0.15-0.20,83.0,1162.703134,normal_vocab,PRO:IND:DAT:SIN:FEM:B/S|PRO:IND:GEN:PLU:FEM:B/S|PRO:IND:GEN:PLU:MAS:B/S|PRO:IND:GEN:PLU:NEU:B/S|PRO:IND:GEN:SIN:FEM:B/S|PRO:IND:NOM:SIN:MAS:B/S,other,,,,,,,,any; anybody; anyone,0.397374,0.312864,0.82,0.0,1.0,0.749333,0.705051,0.758654,1.0
217,heißen,,0.195356,0.195356,0.0,0.15-0.20,95.0,1086.284599,normal_vocab,ADJ:AKK:PLU:FEM:GRU:DEF|ADJ:AKK:PLU:FEM:GRU:IND|ADJ:AKK:PLU:MAS:GRU:DEF|ADJ:AKK:PLU:MAS:GRU:IND|ADJ:AKK:PLU:NEU:GRU:DEF|ADJ:AKK:PLU:NEU:GRU:IND|ADJ:AKK:SIN:MAS:GRU:DEF|ADJ:AKK:SIN:MAS:GRU:IND|ADJ:AKK:SIN:MAS:GRU:SOL|ADJ:DAT:PLU:FEM:GRU:DEF|ADJ:DAT:PLU:FEM:GRU:IND|ADJ:DAT:PLU:FEM:GRU:SOL|ADJ:DAT:PLU:MAS:GRU:DEF|ADJ:DAT:PLU:MAS:GRU:IND|ADJ:DAT:PLU:MAS:GRU:SOL|ADJ:DAT:PLU:NEU:GRU:DEF|ADJ:DAT:PLU:NEU:GRU:IND|ADJ:DAT:PLU:NEU:GRU:SOL|ADJ:DAT:SIN:FEM:GRU:DEF|ADJ:DAT:SIN:FEM:GRU:IND|ADJ:DAT:SIN:MAS:GRU:DEF|ADJ:DAT:SIN:MAS:GRU:IND|ADJ:DAT:SIN:NEU:GRU:DEF|ADJ:DAT:SIN:NEU:GRU:IND|ADJ:GEN:PLU:FEM:GRU:DEF|ADJ:GEN:PLU:FEM:GRU:IND|ADJ:GEN:PLU:MAS:GRU:DEF|ADJ:GEN:PLU:MAS:GRU:IND|ADJ:GEN:PLU:NEU:GRU:DEF|ADJ:GEN:PLU:NEU:GRU:IND|ADJ:GEN:SIN:FEM:GRU:DEF|ADJ:GEN:SIN:FEM:GRU:IND|ADJ:GEN:SIN:MAS:GRU:DEF|ADJ:GEN:SIN:MAS:GRU:IND|ADJ:GEN:SIN:MAS:GRU:SOL|ADJ:GEN:SIN:NEU:GRU:DEF|ADJ:GEN:SIN:NEU:GRU:IND|ADJ:GEN:SIN:NEU:GRU:SOL|ADJ:NOM:PLU:FEM:GRU:DEF|ADJ:NOM:PLU:FEM:GRU:IND|ADJ:NOM:PLU:MAS:GRU:DEF|ADJ:NOM:PLU:MAS:GRU:IND|ADJ:NOM:PLU:NEU:GRU:DEF|ADJ:NOM:PLU:NEU:GRU:IND|SUB:AKK:PLU:FEM:ADJ|SUB:AKK:PLU:MAS:ADJ|SUB:AKK:PLU:NEU:ADJ|SUB:AKK:SIN:MAS:ADJ|SUB:AKK:SIN:NEU:INF|SUB:DAT:PLU:FEM:ADJ|SUB:DAT:PLU:MAS:ADJ|SUB:DAT:PLU:NEU:ADJ|SUB:DAT:SIN:FEM:ADJ|SUB:DAT:SIN:MAS:ADJ|SUB:DAT:SIN:NEU:ADJ|SUB:DAT:SIN:NEU:INF|SUB:GEN:PLU:FEM:ADJ|SUB:GEN:PLU:MAS:ADJ|SUB:GEN:PLU:NEU:ADJ|SUB:GEN:SIN:FEM:ADJ|SUB:GEN:SIN:MAS:ADJ|SUB:GEN:SIN:NEU:ADJ|SUB:NOM:PLU:FEM:ADJ|SUB:NOM:PLU:MAS:ADJ|SUB:NOM:PLU:NEU:ADJ|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON,noun,,,,,,,,mean; it has/had meant; what's the meaning of this?,0.40935,0.322873,0.98056,0.0,1.0,0.644,0.0,0.856635,1.0
218,nur,,0.195469,0.195469,0.0,0.15-0.20,442.0,374.854488,normal_vocab,ADV:MOD|KON:NEB,adverb,,,,,,,,other than; you can't get there other than by foot.; the truth was known to no one other than himself.,0.546497,0.451825,0.98056,0.0,1.0,0.869333,0.852764,1.0,1.0
219,internet,,0.196767,0.196767,0.0,0.15-0.20,1044.0,168.287811,normal_vocab,SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,internet; web; via internet,0.623464,0.534345,0.988336,1.0,1.0,0.697333,0.530836,0.810714,0.666667
220,wegen,,0.197147,0.197147,0.0,0.15-0.20,72.0,1265.151297,normal_vocab,PRP:CAU:GEN|SUB:DAT:PLU:MAS,noun,,,,,,,,for the sake of …; for the sake of the children; because of,0.384787,0.301689,0.919,0.0,1.0,0.756,0.043538,0.968794,1.0
221,bekommen,,0.197204,0.197204,0.0,0.15-0.20,126.0,941.52089,normal_vocab,PA2:PRD:GRU:VER|SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON|VER:PA2:NON,noun,,,,,,,,"received; got, gotten; been given",0.434447,0.343875,0.988336,1.0,1.0,0.722667,0.0,1.0,1.0
222,lesen,,0.197552,0.197552,0.0,0.15-0.20,490.0,339.637932,normal_vocab,SUB:AKK:PLU:FEM|SUB:AKK:SIN:NEU:INF|SUB:DAT:PLU:FEM|SUB:DAT:SIN:NEU:INF|SUB:GEN:PLU:FEM|SUB:NOM:PLU:FEM|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON,noun,,,,,,,,picking; reading; after reading (the letter),0.555723,0.461857,0.98056,0.0,1.0,0.697333,0.043538,0.897712,1.0
223,schön,,0.197651,0.197651,0.0,0.15-0.20,336.0,483.009682,normal_vocab,ADJ:PRD:GRU|ZUS,adjective,,,,,,,,fair; rosy; neatly,0.52197,0.425592,0.98056,0.0,1.0,0.736,0.0,1.0,1.0
224,grün,,0.19767,0.19767,0.0,0.15-0.20,146.0,837.263181,normal_vocab,ADJ:PRD:GRU|SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,green; this/that is the same thing.; it comes to/boils down to the same thing.,0.447563,0.356996,0.919,0.0,1.0,0.633333,0.0,1.0,0.666667
225,arzt,,0.197898,0.197898,0.0,0.15-0.20,899.0,191.95111,normal_vocab,SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,medical doctor; doctor; medic,0.610068,0.520385,0.986392,1.0,1.0,0.648,0.656317,1.0,1.0
226,kaufen,,0.197901,0.197901,0.0,0.15-0.20,414.0,400.466529,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,buying; purchasing,0.540642,0.445283,0.986392,1.0,1.0,0.685333,0.0,0.428317,0.666667
227,museum,,0.197961,0.197961,0.0,0.15-0.20,1068.0,165.364698,normal_vocab,SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,museum,0.625501,0.536343,0.96598,1.0,1.0,0.628,0.512484,0.270238,0.333333
228,halten,,0.198128,0.198128,0.0,0.15-0.20,85.0,1150.314701,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:PLU:MAS|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON,noun,,,,,,,,retention of sb./sth.; the retention of employees; the retention of territory,0.399485,0.314564,0.986392,1.0,1.0,0.712,0.069005,1.0,1.0
229,unter,,0.198805,0.198805,0.0,0.15-0.20,398.0,418.005209,normal_vocab,ADJ:PRD:GRU|ADV:MOD|PRP:LOK+TMP+MOD+CAU:DAT+AKK,adjective,,,,,,,,jack; knave; jack of hearts,0.537115,0.441189,0.892,0.0,0.0,0.813333,0.721367,1.0,1.0
230,besuchen,,0.198897,0.198897,0.0,0.15-0.20,426.0,384.737395,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:PLU:MAS|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,attend sth.; our children attend the same school.,0.543198,0.448703,0.988336,1.0,1.0,0.622667,0.0,0.428317,0.333333
231,jed,,0.198932,0.198932,0.0,0.15-0.20,313.0,510.848857,normal_vocab,,other,restricted_admission,,fragment_or_nonlemma_form,False,active,"Tight signal-probe hit: learner-source evidence exists, but the row has no POS, no translations, and behaves like a stem/fragment rather than standalone SRS vocabulary.",yes,,0.51563,0.419288,0.76,0.0,0.0,0.389333,0.738012,0.0,0.0
232,suchen,,0.19923,0.19923,0.0,0.15-0.20,173.0,778.24413,normal_vocab,SUB:AKK:PLU:FEM|SUB:AKK:SIN:NEU:INF|SUB:DAT:PLU:FEM|SUB:DAT:SIN:NEU:INF|SUB:GEN:PLU:FEM|SUB:NOM:PLU:FEM|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,prospect; searching; finding,0.462686,0.368992,0.986392,1.0,1.0,0.690667,0.101091,0.758654,1.0
233,schon,,0.199738,0.199738,0.0,0.15-0.20,543.0,311.937953,normal_vocab,ADV:MOD|VER:IMP:SIN:SFT,verb,,,,,,,,just; he was just about to lock up when …; just when we thought it was over it started all over again.,0.564916,0.471186,0.988336,1.0,1.0,0.845333,0.855709,1.0,1.0
234,firma,,0.200078,0.200078,0.0,0.20-0.25,986.0,176.361172,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,company; defunct company,0.618343,0.529181,0.991835,1.0,1.0,0.666667,0.604864,0.428317,0.333333
235,zahlen,,0.200212,0.200212,0.0,0.20-0.25,125.0,944.165612,normal_vocab,SUB:AKK:PLU:FEM|SUB:AKK:SIN:NEU:INF|SUB:DAT:PLU:FEM|SUB:DAT:SIN:NEU:INF|SUB:GEN:PLU:FEM|SUB:NOM:PLU:FEM|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,numbers; figures; according to official figures from the government,0.433738,0.343344,0.986392,1.0,1.0,0.686667,0.043538,1.0,1.0
236,nacht,,0.200232,0.200232,0.0,0.20-0.25,304.0,517.530259,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM|VER:1:SIN:PRÄ:SFT|VER:IMP:SIN:SFT,noun,,,,,,,,night; at night; all night,0.513022,0.4172,0.991835,1.0,1.0,0.714667,0.737412,0.897712,0.333333
237,laufen,,0.20055,0.20055,0.0,0.20-0.25,115.0,1016.269075,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON,noun,,,,,,,,operation; running; be ongoing,0.426322,0.335561,0.986392,1.0,1.0,0.673333,0.069005,1.0,1.0
238,vielleicht,,0.200651,0.200651,0.0,0.20-0.25,388.0,423.990632,normal_vocab,ADV:MOD,adverb,,,,,,,,"perhaps; debatably; well-endowed these shops may debatably be, but …",0.534839,0.439223,0.988336,1.0,1.0,0.762667,0.751856,1.0,1.0
239,du,,0.20068,0.20068,0.0,0.20-0.25,129.0,927.044519,normal_vocab,PRO:PER:NOM:SIN:ALG:2:B,other,,,,,,,,"you; you and i; naughty, naughty!",0.436541,0.345807,0.0,0.0,0.0,0.870667,0.956849,0.698555,1.0
240,trainer,,0.20091,0.20091,0.0,0.20-0.25,259.0,568.058361,normal_vocab,SUB:AKK:PLU:MAS|SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:GEN:PLU:MAS|SUB:NOM:PLU:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,football manager; manager; soccer coach,0.498705,0.404641,0.892,1.0,1.0,0.641333,0.0,1.0,1.0
241,treffen,,0.201109,0.201109,0.0,0.20-0.25,108.0,1053.155981,normal_vocab,SUB:AKK:PLU:NEU|SUB:AKK:SIN:NEU:INF|SUB:DAT:PLU:NEU|SUB:DAT:SIN:NEU:INF|SUB:GEN:PLU:NEU|SUB:GEN:PLU:NEU:INF|SUB:NOM:PLU:NEU|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON,noun,,,,,,,,meeting; arrange a meeting; meetings,0.42074,0.330696,0.988336,1.0,1.0,0.7,0.043538,1.0,1.0
242,selbst,,0.20122,0.20122,0.0,0.20-0.25,52.0,1447.637087,normal_vocab,ADV|PRO:DEM|SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:GEN:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,personally; in person; in the flesh,0.356073,0.279112,0.9433,1.0,1.0,0.786667,0.607993,1.0,1.0
243,feuerwehr,,0.201575,0.201575,0.0,0.20-0.25,265.0,562.072938,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,fire brigade; fire department; fire and rescue service,0.500752,0.406299,0.9514,1.0,1.0,0.598667,0.468748,0.627474,1.0
244,führung,,0.201576,0.201576,0.0,0.20-0.25,682.0,250.97016,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,guided tour; conduct; conduct of business,0.585324,0.493329,0.98056,0.0,1.0,0.630667,0.069005,1.0,1.0
245,geschichte,,0.201597,0.201597,0.0,0.20-0.25,318.0,507.090568,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,tale; story; a shaggy-dog story,0.517047,0.420438,0.9352,1.0,1.0,0.726667,0.0,1.0,1.0
246,seite,,0.201657,0.201657,0.0,0.20-0.25,233.0,605.502051,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,spin; put a positive/favorable spin on things; party,0.489256,0.396233,0.874,1.0,1.0,0.732,0.043538,1.0,1.0
247,herr,,0.20173,0.20173,0.0,0.20-0.25,885.0,195.98779,normal_vocab,SUB:NOM:SIN:MAS,noun,,,,,,,,taskmaster; mister; mr,0.608661,0.518568,0.986392,1.0,1.0,0.698667,0.737332,1.0,1.0
248,teil,,0.201751,0.201751,0.0,0.20-0.25,158.0,801.21145,normal_vocab,SUB:AKK:SIN:MAS|SUB:AKK:SIN:NEU|SUB:DAT:SIN:MAS|SUB:DAT:SIN:NEU|SUB:NOM:SIN:MAS|SUB:NOM:SIN:NEU|VER:1:SIN:PRÄ:SFT|VER:IMP:SIN:SFT|ZUS,noun,,,,,,,,portion; component part; constituent part,0.454601,0.363081,0.986392,1.0,1.0,0.745333,0.693413,1.0,1.0
249,abend,,0.201844,0.201844,0.0,0.20-0.25,491.0,337.549994,normal_vocab,ADV:TMP|SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,evening; eve; eventide,0.555906,0.462267,0.991835,1.0,1.0,0.709333,0.726573,0.856635,1.0
250,lernen,,0.201965,0.201965,0.0,0.20-0.25,599.0,281.593253,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,learning; computer-aided learning; computer-assisted learning,0.573704,0.481159,0.986392,1.0,1.0,0.685333,0.0,1.0,0.333333
251,hören,,0.202015,0.202015,0.0,0.20-0.25,192.0,713.796441,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,find out sth.; learn sth.; find out sth. new from a discussion,0.47198,0.378453,0.98056,0.0,1.0,0.678667,0.0,0.810714,1.0
252,essen,,0.202241,0.202241,0.0,0.20-0.25,509.0,326.55352,normal_vocab,SUB:AKK:PLU:NEU|SUB:AKK:PLU:NEU:INF|SUB:AKK:SIN:NEU|SUB:AKK:SIN:NEU:INF|SUB:DAT:PLU:NEU|SUB:DAT:PLU:NEU:INF|SUB:DAT:SIN:NEU|SUB:DAT:SIN:NEU:INF|SUB:GEN:PLU:NEU|SUB:GEN:PLU:NEU:INF|SUB:NOM:PLU:NEU|SUB:NOM:PLU:NEU:INF|SUB:NOM:SIN:NEU|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON,noun,,,,,,,,food; tucker; food and drink,0.559128,0.465703,0.98056,0.0,1.0,0.710667,0.043538,1.0,1.0
253,unternehmen,,0.202257,0.202257,0.0,0.20-0.25,77.0,1222.139772,normal_vocab,SUB:AKK:PLU:NEU|SUB:AKK:SIN:NEU|SUB:AKK:SIN:NEU:INF|SUB:DAT:PLU:NEU|SUB:DAT:SIN:NEU|SUB:DAT:SIN:NEU:INF|SUB:GEN:PLU:NEU|SUB:NOM:PLU:NEU|SUB:NOM:SIN:NEU|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON,noun,,,,,,,,concern; first concern; a going concern,0.390728,0.306698,0.9514,1.0,1.0,0.717333,0.043538,1.0,1.0
254,links,,0.202576,0.202576,0.0,0.20-0.25,527.0,316.809809,normal_vocab,ADV:LOK|SUB:AKK:PLU:MAS|SUB:AKK:PLU:NEU|SUB:DAT:PLU:MAS|SUB:DAT:PLU:NEU|SUB:GEN:PLU:MAS|SUB:GEN:PLU:NEU|SUB:GEN:SIN:MAS|SUB:GEN:SIN:NEU|SUB:NOM:PLU:MAS|SUB:NOM:PLU:NEU,noun,,,,,,,,links; further information can be found on the following internet links:; left,0.562239,0.468936,0.986392,1.0,1.0,0.68,0.043538,0.897712,1.0
255,fußball,,0.202786,0.202786,0.0,0.20-0.25,1243.0,143.789338,normal_vocab,SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,football; soccer; soccer ball,0.639098,0.55082,0.98056,0.0,1.0,0.668,0.501258,0.540476,1.0
256,chef,,0.2033,0.2033,0.0,0.20-0.25,1096.0,160.771234,normal_vocab,SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,chief; boss; the research and development chiefs at vw,0.62782,0.539029,0.986392,1.0,1.0,0.656,0.61572,0.540476,0.666667
257,licht,,0.203448,0.203448,0.0,0.20-0.25,1004.0,173.020471,normal_vocab,ADJ:PRD:GRU|SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,lighting; illumination; lamp,0.619964,0.531031,0.991835,1.0,1.0,0.665333,0.646935,1.0,1.0
258,gast,,0.203502,0.203502,0.0,0.20-0.25,354.0,457.676033,normal_vocab,SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:NOM:SIN:MAS|VER:2:PLU:PRÄ:SFT|VER:2:SIN:PRÄ:SFT|VER:3:SIN:PRÄ:SFT|VER:IMP:PLU:SFT,noun,,,,,,,,guest; be sb.'s guest; sojourner,0.526636,0.430868,0.986392,1.0,1.0,0.612,0.610891,0.698555,1.0
259,kollege,,0.203516,0.203516,0.0,0.20-0.25,767.0,221.739027,normal_vocab,SUB:NOM:SIN:MAS,noun,,,,,,,,colleague; associate; fellow …,0.595843,0.505328,0.988336,1.0,1.0,0.574667,0.0,0.758654,1.0
260,elf,,0.20362,0.20362,0.0,0.20-0.25,799.0,215.336017,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM|SUB:NOM:SIN:MAS|ZAL,noun,,,,,,,,the eleven; eleven; fairy,0.599504,0.508811,0.98056,0.0,1.0,0.6,0.542809,0.698555,1.0
261,danken,,0.203746,0.203746,0.0,0.20-0.25,435.0,377.081622,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,say thanks; give thanks,0.545069,0.450742,0.986392,1.0,1.0,0.56,0.0,0.428317,0.666667
